,exchangedate,r030,cc,txt,enname,rate,units,rate_per_unit,group,calcdate
353,20.12.2021,840,USD,Долар США,US Dollar,27.2483,1,27.2483,1,17.12.2021
354,21.12.2021,840,USD,Долар США,US Dollar,27.2846,1,27.2846,1,20.12.2021
355,22.12.2021,840,USD,Долар США,US Dollar,27.2598,1,27.2598,1,21.12.2021
356,23.12.2021,840,USD,Долар США,US Dollar,27.2508,1,27.2508,1,22.12.2021
357,24.12.2021,840,USD,Долар США,US Dollar,27.2747,1,27.2747,1,23.12.2021
358,25.12.2021,840,USD,Долар США,US Dollar,27.2747,1,27.2747,1,23.12.2021
359,26.12.2021,840,USD,Долар США,US Dollar,27.2747,1,27.2747,1,23.12.2021
360,27.12.2021,840,USD,Долар США,US Dollar,27.2747,1,27.2747,1,23.12.2021
361,28.12.2021,840,USD,Долар США,US Dollar,27.2306,1,27.2306,1,24.12.2021
362,29.12.2021,840,USD,Долар США,US Dollar,27.2235,1,27.2235,1,28.12.2021
363,30.12.2021,840,USD,Долар США,US Dollar,27.2077,1,27.2077,1,29.12.2021
364,31.12.2021,840,USD,Долар США,US Dollar,27.2782,1,27.2782,1,30.12.2021
