,exchangedate,r030,cc,txt,enname,rate,units,rate_per_unit,group,calcdate
0,01.01.2021,978,EUR,Євро,Euro,34.7396,1,34.7396,1,30.12.2020
1,02.01.2021,978,EUR,Євро,Euro,34.7396,1,34.7396,1,30.12.2020
2,03.01.2021,978,EUR,Євро,Euro,34.7396,1,34.7396,1,30.12.2020
3,04.01.2021,978,EUR,Євро,Euro,34.7396,1,34.7396,1,30.12.2020
4,05.01.2021,978,EUR,Євро,Euro,34.9389,1,34.9389,1,04.01.2021
5,06.01.2021,978,EUR,Євро,Euro,34.846,1,34.846,1,05.01.2021
6,07.01.2021,978,EUR,Євро,Euro,34.846,1,34.846,1,05.01.2021
7,08.01.2021,978,EUR,Євро,Euro,34.846,1,34.846,1,05.01.2021
8,09.01.2021,978,EUR,Євро,Euro,34.846,1,34.846,1,05.01.2021
9,10.01.2021,978,EUR,Євро,Euro,34.846,1,34.846,1,05.01.2021
10,11.01.2021,978,EUR,Євро,Euro,34.909,1,34.909,1,06.01.2021
11,12.01.2021,978,EUR,Євро,Euro,34.2817,1,34.2817,1,11.01.2021
12,13.01.2021,978,EUR,Євро,Euro,34.0787,1,34.0787,1,12.01.2021
13,14.01.2021,978,EUR,Євро,Euro,34.0373,1,34.0373,1,13.01.2021
14,15.01.2021,978,EUR,Євро,Euro,33.9888,1,33.9888,1,14.01.2021
15,16.01.2021,978,EUR,Євро,Euro,34.0121,1,34.0121,1,15.01.2021
16,17.01.2021,978,EUR,Євро,Euro,34.0121,1,34.0121,1,15.01.2021
17,18.01.2021,978,EUR,Євро,Euro,34.0121,1,34.0121,1,16.01.2021
18,19.01.2021,978,EUR,Євро,Euro,34.0158,1,34.0158,1,18.01.2021
19,20.01.2021,978,EUR,Євро,Euro,34.1555,1,34.1555,1,19.01.2021
20,21.01.2021,978,EUR,Євро,Euro,34.1488,1,34.1488,1,20.01.2021
21,22.01.2021,978,EUR,Євро,Euro,34.3651,1,34.3651,1,21.01.2021
22,23.01.2021,978,EUR,Євро,Euro,34.3651,1,34.3651,1,21.01.2021
23,24.01.2021,978,EUR,Євро,Euro,34.3651,1,34.3651,1,21.01.2021
24,25.01.2021,978,EUR,Євро,Euro,34.2526,1,34.2526,1,22.01.2021
25,26.01.2021,978,EUR,Євро,Euro,34.2265,1,34.2265,1,25.01.2021
26,27.01.2021,978,EUR,Євро,Euro,34.1897,1,34.1897,1,26.01.2021
27,28.01.2021,978,EUR,Євро,Euro,34.1207,1,34.1207,1,27.01.2021
28,29.01.2021,978,EUR,Євро,Euro,34.1035,1,34.1035,1,28.01.2021
29,30.01.2021,978,EUR,Євро,Euro,34.1035,1,34.1035,1,28.01.2021
30,31.01.2021,978,EUR,Євро,Euro,34.1035,1,34.1035,1,28.01.2021
31,01.02.2021,978,EUR,Євро,Euro,34.157,1,34.157,1,29.01.2021
32,02.02.2021,978,EUR,Євро,Euro,33.9039,1,33.9039,1,01.02.2021
33,03.02.2021,978,EUR,Євро,Euro,33.7913,1,33.7913,1,02.02.2021
34,04.02.2021,978,EUR,Євро,Euro,33.6374,1,33.6374,1,03.02.2021
35,05.02.2021,978,EUR,Євро,Euro,33.4509,1,33.4509,1,04.02.2021
36,06.02.2021,978,EUR,Євро,Euro,33.4509,1,33.4509,1,04.02.2021
37,07.02.2021,978,EUR,Євро,Euro,33.4509,1,33.4509,1,04.02.2021
38,08.02.2021,978,EUR,Євро,Euro,33.2823,1,33.2823,1,05.02.2021
39,09.02.2021,978,EUR,Євро,Euro,33.2604,1,33.2604,1,08.02.2021
40,10.02.2021,978,EUR,Євро,Euro,33.4406,1,33.4406,1,09.02.2021
41,11.02.2021,978,EUR,Євро,Euro,33.6655,1,33.6655,1,10.02.2021
42,12.02.2021,978,EUR,Євро,Euro,33.8111,1,33.8111,1,11.02.2021
43,13.02.2021,978,EUR,Євро,Euro,33.8111,1,33.8111,1,11.02.2021
44,14.02.2021,978,EUR,Євро,Euro,33.8111,1,33.8111,1,11.02.2021
45,15.02.2021,978,EUR,Євро,Euro,33.6801,1,33.6801,1,12.02.2021
46,16.02.2021,978,EUR,Євро,Euro,33.9297,1,33.9297,1,15.02.2021
